ID,Title,Content,"Short Description",Date,"Post Type",Permalink,"Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Product Type","Shipping Class","Product Visibility","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",Brands,"Product categories","Product Tags",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating",Children
2640,"AL-CL1030 Koni  Classic Damper Set",,"Koni  Classic Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/al-cl1030-koni-classic-damper-set/,0,AL-CL1030,328.9500,387.0000,328.9500,instock,8,,0,simple,,,,,,,,,,,"Damper Sets","Car|Classic|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,al-cl1030-koni-classic-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,9,790,150,150,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2641,"FO-RD1043 Koni  Raid Damper Set",,"Koni  Raid Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/fo-rd1043-koni-raid-damper-set/,0,FO-RD1043,950.3000,1118.0000,950.3000,outofstock,0,,0,simple,,outofstock,,,,,,,,,"Damper Sets","4x4|Damper Set|Raid",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,fo-rd1043-koni-raid-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,24.38,800,180,190,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2642,"FO-SP1632 Koni Sport Damper Set",,"Koni Sport Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/fo-sp1632-koni-sport-damper-set/,0,FO-SP1632,800.7000,942.0000,800.7000,outofstock,0,,0,simple,,outofstock,,,,,,,,,"Damper Sets","Car|Damper Set|Sport",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,fo-sp1632-koni-sport-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,0,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2643,"FO-ST1770Koni Heavy Track Dampers",,"Koni STR.T Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/fo-st1770koni-heavy-track-dampers/,0,FO-ST1770,299.2000,352.0000,299.2000,instock,3,,0,simple,,,,,,,,,,,"Damper Sets","Car|Damper Set|STR.T",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,fo-st1770koni-heavy-track-dampers,,,0,0,open,closed,2025-05-09,no,no,,no,0,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2644,"LA-HT1004 Koni Heavy Track Damper Set",,"Koni Heavy Track Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/la-ht1004-koni-heavy-track-damper-set/,0,LA-HT1004,421.6000,496.0000,421.6000,instock,4,,0,simple,,,,,,,,,,,"Damper Sets","4x4|Damper Set|Heavy Track",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,la-ht1004-koni-heavy-track-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,11,790,190,180,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2645,"VAG-SA1238 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/vag-sa1238-koni-special-active-damper-set/,0,VAG-SA1238,516.8000,608.0000,516.8000,outofstock,0,,0,simple,,outofstock,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,vag-sa1238-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,18,610,457,457,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2646,"AL-CL1390 Koni  Classic Damper Set",,"Koni  Classic Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/al-cl1390-koni-classic-damper-set/,0,AL-CL1390,376.5500,443.0000,376.5500,instock,6,,0,simple,,,,,,,,,,,"Damper Sets","Car|Classic|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,al-cl1390-koni-classic-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,9,790,150,150,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2647,"AL-SA1027 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/al-sa1027-koni-special-active-damper-set/,0,AL-SA1027,592.4500,697.0000,592.4500,instock,2,,0,simple,,,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,al-sa1027-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,15,800,210,210,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2648,"AL-SA1299Koni Active Dampers",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/al-sa1299koni-active-dampers/,0,AL-SA1299,498.9500,587.0000,498.9500,instock,2,,0,simple,,,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,al-sa1299koni-active-dampers,,,0,0,open,closed,2025-05-09,no,no,,no,0,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2649,"AL-SP1012 Koni Sport Damper Set",,"Koni Sport Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/al-sp1012-koni-sport-damper-set/,0,AL-SP1012,380.8000,448.0000,380.8000,instock,2,,0,simple,,,,,,,,,,,"Damper Sets","Car|Damper Set|Sport",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,al-sp1012-koni-sport-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,10,790,190,180,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2650,"AL-SP1013 Koni Sport Damper Set",,"Koni Sport Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/al-sp1013-koni-sport-damper-set/,0,AL-SP1013,374.0000,440.0000,374.0000,instock,6,,0,simple,,,,,,,,,,,"Damper Sets","Car|Damper Set|Sport",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,al-sp1013-koni-sport-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,9,790,150,150,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2651,"AL-SP1027 Koni Sport Damper Set",,"Koni Sport Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/al-sp1027-koni-sport-damper-set/,0,AL-SP1027,716.5500,843.0000,716.5500,instock,1,,0,simple,,,,,,,,,,,"Damper Sets","Car|Damper Set|Sport",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,al-sp1027-koni-sport-damper-set,,,0,0,open,closed,2025-05-12,no,no,,no,19,800,210,210,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2652,"AL-SP1030 Koni Sport Damper Set",,"Koni Sport Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/al-sp1030-koni-sport-damper-set/,0,AL-SP1030,357.0000,420.0000,357.0000,instock,8,,0,simple,,,,,,,,,,,"Damper Sets","Car|Damper Set|Sport",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,al-sp1030-koni-sport-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,9,790,150,150,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2653,"AL-SP1287 Koni Sport Damper Set",,"Koni Sport Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/al-sp1287-koni-sport-damper-set/,0,AL-SP1287,675.7500,795.0000,675.7500,instock,2,,0,simple,,,,,,,,,,,"Damper Sets","Car|Damper Set|Sport",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,al-sp1287-koni-sport-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,16,610,457,457,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2654,"AL-SP1620 Koni Sport Damper Set",,"Koni Sport Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/al-sp1620-koni-sport-damper-set/,0,AL-SP1620,612.0000,720.0000,612.0000,outofstock,0,,0,simple,,outofstock,,,,,,,,,"Damper Sets","Car|Damper Set|Sport",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,al-sp1620-koni-sport-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,0,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2655,"AL-SP1709Koni Sport Dampers",,"Koni Sport Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/al-sp1709koni-sport-dampers/,0,AL-SP1709,725.9000,854.0000,725.9000,outofstock,0,,0,simple,,outofstock,,,,,,,,,"Damper Sets","Car|Damper Set|Sport",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,al-sp1709koni-sport-dampers,,,0,0,open,closed,2025-05-09,no,no,,no,0,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2656,"AL-ST1027 Koni STR.T Damper Set",,"Koni STR.T Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/al-st1027-koni-str-t-damper-set/,0,AL-ST1027,392.7000,462.0000,392.7000,outofstock,0,,0,simple,,outofstock,,,,,,,,,"Damper Sets","Car|Damper Set|STR.T",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,al-st1027-koni-str-t-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,19,800,210,210,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2657,"AL-ST1287 Koni STR.T Damper Set",,"Koni STR.T Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/al-st1287-koni-str-t-damper-set/,0,AL-ST1287,357.0000,420.0000,357.0000,outofstock,0,,0,simple,,outofstock,,,,,,,,,"Damper Sets","Car|Damper Set|STR.T",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,al-st1287-koni-str-t-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,17,610,457,457,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2658,"AL-ST1299Koni STR.T Dampers",,"Koni STR.T Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/al-st1299koni-str-t-dampers/,0,AL-ST1299,316.2000,372.0000,316.2000,instock,1,,0,simple,,,,,,,,,,,"Damper Sets","Car|Damper Set|STR.T",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,al-st1299koni-str-t-dampers,,,0,0,open,closed,2025-05-09,no,no,,no,0,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2659,"AL-ST1312 Koni STR.T Damper Set",,"Koni STR.T Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/al-st1312-koni-str-t-damper-set/,0,AL-ST1312,470.0500,553.0000,470.0500,instock,1,,0,simple,,,,,,,,,,,"Damper Sets","Car|Damper Set|STR.T",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,al-st1312-koni-str-t-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,20,610,457,457,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2660,"BM-CL1036 Koni  Classic Damper Set",,"Koni  Classic Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-cl1036-koni-classic-damper-set/,0,BM-CL1036,612.0000,720.0000,612.0000,instock,2,,0,simple,,,,,,,,,,,"Damper Sets","Car|Classic|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-cl1036-koni-classic-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,13,790,150,150,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2661,"BM-SA1072 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1072-koni-special-active-damper-set/,0,BM-SA1072,719.9500,847.0000,719.9500,instock,1,,0,simple,,,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1072-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,21,610,457,457,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2662,"BM-SA1073 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1073-koni-special-active-damper-set/,0,BM-SA1073,799.0000,940.0000,799.0000,instock,1,,0,simple,,,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1073-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,15,800,210,210,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2663,"BM-SA1158 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1158-koni-special-active-damper-set/,0,BM-SA1158,513.4000,604.0000,513.4000,instock,1,,0,simple,,,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1158-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,16,610,457,457,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2664,"BM-SA1159 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1159-koni-special-active-damper-set/,0,BM-SA1159,519.3500,611.0000,519.3500,instock,1,,0,simple,,,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1159-koni-special-active-damper-set,,,0,0,open,closed,2025-05-12,no,no,,no,16,610,457,457,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.4,,,0,0,
2665,"BM-SA1167 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1167-koni-special-active-damper-set/,0,BM-SA1167,526.1500,619.0000,526.1500,outofstock,0,,0,simple,,outofstock,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1167-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,15,610,457,457,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2666,"BM-SA1200 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1200-koni-special-active-damper-set/,0,BM-SA1200,554.2000,652.0000,554.2000,instock,2,,0,simple,,,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1200-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,19,610,457,457,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2667,"BM-SA1201 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1201-koni-special-active-damper-set/,0,BM-SA1201,583.1000,686.0000,583.1000,instock,1,,0,simple,,,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1201-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,17,610,457,457,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2668,"BM-SA1205 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1205-koni-special-active-damper-set/,0,BM-SA1205,537.2000,632.0000,537.2000,instock,1,,0,simple,,,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1205-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,15,610,457,457,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2669,"BM-SA1217 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1217-koni-special-active-damper-set/,0,BM-SA1217,671.5000,790.0000,671.5000,instock,1,,0,simple,,,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1217-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,17,610,457,457,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2670,"BM-SA1235 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1235-koni-special-active-damper-set/,0,BM-SA1235,586.5000,690.0000,586.5000,instock,1,,0,simple,,,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1235-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,17,610,457,457,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2671,"BM-SA1243 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1243-koni-special-active-damper-set/,0,BM-SA1243,586.5000,690.0000,586.5000,outofstock,'-1,,0,simple,,outofstock,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1243-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,17,610,457,457,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2672,"BM-SA1245 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1245-koni-special-active-damper-set/,0,BM-SA1245,572.9000,674.0000,572.9000,instock,1,,0,simple,,,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1245-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,17,610,457,457,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2673,"BM-SA1246 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1246-koni-special-active-damper-set/,0,BM-SA1246,531.2500,625.0000,531.2500,instock,1,,0,simple,,,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1246-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,16,610,457,457,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2674,"BM-SA1285 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1285-koni-special-active-damper-set/,0,BM-SA1285,644.3000,758.0000,644.3000,instock,1,,0,simple,,,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1285-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,18,610,457,457,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2675,"BM-SA1414 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1414-koni-special-active-damper-set/,0,BM-SA1414,592.4500,697.0000,592.4500,instock,1,,0,simple,,,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1414-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,0,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2676,"BM-SA1434 Koni Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1434-koni-active-damper-set/,0,BM-SA1434,572.9000,674.0000,572.9000,outofstock,0,,0,simple,,outofstock,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1434-koni-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,0,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2677,"BM-SA1619 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1619-koni-special-active-damper-set/,0,BM-SA1619,537.2000,632.0000,537.2000,instock,1,,0,simple,,,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1619-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,0,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2678,"BM-SA1633 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1633-koni-special-active-damper-set/,0,BM-SA1633,612.0000,720.0000,612.0000,outofstock,0,,0,simple,,outofstock,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1633-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,0,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2679,"BM-SA1638 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1638-koni-special-active-damper-set/,0,BM-SA1638,681.7000,802.0000,681.7000,outofstock,0,,0,simple,,outofstock,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1638-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,0,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2680,"BM-SA1639 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1639-koni-special-active-damper-set/,0,BM-SA1639,657.9000,774.0000,657.9000,outofstock,0,,0,simple,,outofstock,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1639-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,0,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2681,"BM-SA1644 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1644-koni-special-active-damper-set/,0,BM-SA1644,818.5500,963.0000,818.5500,outofstock,0,,0,simple,,outofstock,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1644-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,0,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2682,"BM-SA1647 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1647-koni-special-active-damper-set/,0,BM-SA1647,529.5500,623.0000,529.5500,outofstock,0,,0,simple,,outofstock,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1647-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,0,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2683,"BM-SA1649 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1649-koni-special-active-damper-set/,0,BM-SA1649,785.4000,924.0000,785.4000,outofstock,0,,0,simple,,outofstock,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1649-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,0,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2684,"BM-SA1658 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1658-koni-special-active-damper-set/,0,BM-SA1658,774.3500,911.0000,774.3500,outofstock,0,,0,simple,,outofstock,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1658-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,0,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
2685,"BM-SA1659 Koni Special-Active Damper Set",,"Koni Special-Active Damper Set",2025-05-09,product,https://t4p.elate-ecommerce.com/product/bm-sa1659-koni-special-active-damper-set/,0,BM-SA1659,757.3500,891.0000,757.3500,outofstock,0,,0,simple,,outofstock,,,,,,,,,"Damper Sets","Active|Car|Damper Set",publish,1,mvyv40,t4p@grh1.myukcloud.com,Amarjit,Kapur,bm-sa1659-koni-special-active-damper-set,,,0,0,open,closed,2025-05-09,no,no,,no,0,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,,,9.8.3,,,0,0,
